FragID	X	Y	CeMM	Highlight	MW	HBD	HBA	cLogP	Heteroatoms	Rings	Rot. Bonds	Aromatic Bonds	Acidic Groups	Basic Groups	Atomic Polarizability
O622	-0.6781912	-30.947256	0	0											
O623	4.306126	-33.485146	0	0											
O624	1.0191618	-33.806396	0	0											
O625	3.142311	-33.54401	0	0											
O626	4.1679187	-38.62188	0	0											
O627	25.519007	3.5436525	0	0											
O628	27.466578	9.016996	0	0											
O629	37.048725	-17.253065	0	0											
O630	34.165855	-19.756119	0	0											
O631	14.165232	-27.815775	0	0											
O632	1.5787873	-37.75383	0	0											
O633	15.230775	-29.113575	0	0											
O634	1.6063882	-37.787643	0	0											
O635	-7.6531034	-12.177384	0	0											
O636	-8.730267	-13.964739	0	0											
O637	-8.604462	-14.068165	0	0											
O638	18.26676	24.041191	0	0											
O639	-7.5302706	-12.082691	0	0											
O640	-7.4250855	-11.930614	0	0											
O641	1.6138014	-37.67024	0	0											
O642	1.6329076	-37.664497	0	0											
O643	0.4861579	-36.244534	0	0											
O644	1.6583803	-37.69975	0	0											
O645	-0.9634211	-36.936523	0	0											
O646	32.759834	33.015587	0	0											
O647	19.15623	22.72619	0	0											
O648	17.78522	22.682615	0	0											
O649	18.473293	22.617607	0	0											
O650	18.404478	26.01345	0	0											
O651	18.521496	25.974619	0	0											
O652	18.425365	25.956575	0	0											
O653	19.14812	25.580261	0	0											
O654	35.04727	-17.998524	0	0											
O655	25.870028	-13.896356	0	0											
O656	37.539223	31.28774	0	0											
O657	37.679203	31.315659	0	0											
O658	23.910313	23.8823	0	0											
O659	23.478683	3.462974	0	0											
O660	16.09281	26.874022	0	0											
O661	15.783518	26.89101	0	0											
O662	-31.63973	3.9041834	0	0											
O663	-39.49663	-6.4749007	0	0											
O664	-39.04975	-6.8276825	0	0											
O665	-38.733364	15.9145155	0	0											
O666	-38.189083	15.523152	0	0											
O667	-50.333546	7.075881	0	0											
O668	-48.062454	9.258828	0	0											
O669	-48.883324	6.779645	0	0											
O670	-48.078888	9.27341	0	0											
O671	-48.991974	6.68652	0	0											
O672	-32.837967	4.5887485	0	0											
O673	-48.485367	8.697242	0	0											
O674	-38.823154	-8.757475	0	0											
O675	-39.332844	-7.096572	0	0											
O676	-46.661335	-4.0555325	0	0											
O677	-46.39523	-5.9532375	0	0											
O678	-46.507587	-4.621834	0	0											
O679	-38.92562	-8.649435	0	0											
O680	-50.944447	-4.4711637	0	0											
O681	-32.45127	-1.824582	0	0											
O682	-32.4356	-1.7109287	0	0											
O683	-46.64179	-4.31889	0	0											
O684	-37.882595	17.23746	0	0											
O685	-32.902546	19.964775	0	0											
O686	-48.37593	6.939129	0	0											
O687	-49.229385	6.1316595	0	0											
O688	-45.900734	6.51927	0	0											
O689	-49.742863	6.3234854	0	0											
O690	-49.380215	6.2233424	0	0											
O691	-49.34106	6.091607	0	0											
O692	-48.360325	9.698837	0	0											
O693	-48.13355	9.506745	0	0											
O694	-48.062717	9.384298	0	0											
O695	-48.40389	9.736731	0	0											
O696	5.3092046	-3.5839603	0	0											
O697	-50.464603	-5.5514693	0	0											
O698	-48.656197	-3.6535013	0	0											
O699	-50.604446	-5.1741033	0	0											
O700	-39.004658	-10.713425	0	0											
O701	-34.16056	0.76665527	0	0											
O702	-38.862915	-10.439449	0	0											
O703	-37.636383	-11.24084	0	0											
O704	-39.101875	17.704035	0	0											
O705	0.49428692	-35.161503	0	0											
O706	-47.351665	5.141439	0	0											
O707	28.201448	-17.361588	0	0											
O708	4.388732	-33.691513	0	0											
O709	4.3865547	-33.623806	0	0											
O710	1.2119253	-33.996124	0	0											
O711	38.89748	-19.644508	0	0											
O712	32.795166	-19.692923	0	0											
O713	33.55835	-19.108454	0	0											
O714	32.88429	-19.392595	0	0											
O715	32.708553	-19.396683	0	0											
O716	32.908554	-19.71991	0	0											
O717	36.192318	-15.070554	0	0											
O718	36.195732	-14.858996	0	0											
O719	28.114546	-17.346333	0	0											
O720	-48.475765	8.374845	0	0											
O721	-45.906258	9.806675	0	0											
O722	-36.69738	19.655233	0	0											
O723	-31.998814	5.5703683	0	0											
O724	-31.82285	-0.8150748	0	0											
O725	33.19282	-19.454742	0	0											
O726	37.403217	-15.244655	0	0											
O727	37.404606	-15.172962	0	0											
O728	37.247528	-15.011616	0	0											
O729	38.677353	-19.775072	0	0											
O730	1.6309768	-38.8742	0	0											
O731	1.6553189	-38.911617	0	0											
O732	2.4473429	-36.860584	0	0											
O733	2.7059555	-3.8081827	0	0											
O734	-3.6727433	-27.855719	0	0											
O735	-37.581654	17.181242	0	0											
O736	-37.620026	-10.448536	0	0											
O737	-30.981468	-2.4798365	0	0											
O738	-32.21892	-2.0705595	0	0											
O739	34.036236	-19.673254	0	0											
O740	-34.107883	15.004473	0	0											
O741	-48.12872	9.93713	0	0											
O742	-44.188023	6.7310123	0	0											
O743	27.177359	-13.594289	0	0											
O744	27.143385	-13.557365	0	0											
O745	14.402021	-27.563913	0	0											
O746	-0.6924614	-30.8407	0	0											
O747	-0.7904262	-30.730612	0	0											
O748	1.2685243	-33.929276	0	0											
O749	1.5162364	-33.892296	0	0											
O750	-0.8020685	-30.715246	0	0											
O751	0.85230714	-33.718307	0	0											
O752	-34.797913	22.833761	0	0											
O753	-34.582783	21.525375	0	0											
O754	-34.4007	22.880396	0	0											
O755	21.940704	27.561	0	0											
O756	27.239656	-12.584854	0	0											
O757	27.309221	-12.528397	0	0											
O758	1.5418217	-37.84675	0	0											
O759	1.3019503	-37.885525	0	0											
O760	1.3237474	-37.830112	0	0											
O761	1.4624445	-37.859333	0	0											
O762	-1.1514984	-39.305264	0	0											
O763	1.4549482	-37.797646	0	0											
O764	-0.4726161	-37.887985	0	0											
O765	15.068583	-29.341972	0	0											
O766	14.267583	-27.66336	0	0											
O767	-7.6167254	-12.190674	0	0											
O768	-8.640479	-14.007739	0	0											
O769	-49.181824	4.6581097	0	0											
O770	-49.110905	10.325909	0	0											
O771	-49.222492	10.482654	0	0											
O772	0.49605155	-36.642982	0	0											
O773	-1.0060642	-36.288143	0	0											
O774	-2.4391444	-38.767887	0	0											
O775	-1.1537936	-37.06307	0	0											
O776	-0.9671561	-36.99382	0	0											
O777	-1.0305533	-37.034203	0	0											
O778	0.557666	-36.163754	0	0											
O779	1.5804983	-37.72549	0	0											
O780	33.177242	32.255573	0	0											
O781	33.350037	32.512413	0	0											
O782	33.00081	32.869003	0	0											
O783	32.828514	32.936825	0	0											
O784	18.364	26.12494	0	0											
O785	26.004051	4.9492965	0	0											
O786	26.610746	4.5861454	0	0											
O787	27.389252	1.8309693	0	0											
O788	-46.383	9.499086	0	0											
O789	16.493614	27.354828	0	0											
O790	16.92374	27.14774	0	0											
O791	-31.033623	-1.1453732	0	0											
O792	-46.12249	-6.0157337	0	0											
O793	15.998161	27.178354	0	0											
O794	-32.573368	-2.8897026	0	0											
O795	-39.268295	-6.2381883	0	0											
O796	-50.583496	6.497153	0	0											
O797	-50.34173	7.101813	0	0											
O798	-50.374	7.126308	0	0											
O799	-50.34484	7.121938	0	0											
O800	-49.356117	7.4741273	0	0											
O801	-38.90649	-6.2519064	0	0											
O802	-47.714607	9.128525	0	0											
O803	-48.051605	9.12509	0	0											
O804	-50.95455	-6.479689	0	0											
O805	-48.35455	-4.8161554	0	0											
O806	-48.290062	-4.5996237	0	0											
O807	-32.34997	-1.7792836	0	0											
O808	-38.74077	-8.737257	0	0											
O809	-32.399494	-1.779437	0	0											
O810	-38.629684	-8.835033	0	0											
O811	-31.843655	4.138913	0	0											
O812	-38.6713	-8.837188	0	0											
O813	-39.13885	-7.137973	0	0											
O814	-49.702732	5.9708242	0	0											
O815	-48.88818	6.463412	0	0											
O816	-48.18678	7.946593	0	0											
O817	-49.000526	6.4422975	0	0											
O818	-49.28645	6.2124257	0	0											
O819	-48.29878	9.635495	0	0											
O820	-47.98422	9.360922	0	0											
O821	-48.334755	9.69331	0	0											
O822	-48.165485	9.482305	0	0											
O823	6.2783957	-1.5002111	0	0											
O824	-47.55197	-3.8579483	0	0											
O825	-50.568882	-5.46064	0	0											
O826	-51.22409	-4.0508327	0	0											
O827	-50.760414	-5.2968216	0	0											
O828	-47.52962	-3.8102572	0	0											
O829	-47.166233	-1.7294437	0	0											
O830	-39.194294	-10.733303	0	0											
O831	-39.20639	-9.540307	0	0											
O832	5.9982386	-1.9918575	0	0											
O833	5.9829125	-1.9804872	0	0											
O834	-39.345448	17.030935	0	0											
O835	-48.925335	5.107959	0	0											
O836	-48.38291	4.344624	0	0											
O837	-48.99154	5.1359344	0	0											
O838	-43.965992	6.1248703	0	0											
O839	-47.136055	-1.8204521	0	0											
O840	36.07995	-16.954409	0	0											
O841	36.13759	-15.024687	0	0											
O842	36.29817	-13.838277	0	0											
O843	36.213272	-14.873258	0	0											
O844	24.739689	-11.043406	0	0											
O845	5.7224784	9.342633	0	0											
O846	-50.411926	7.795213	0	0											
O847	-45.622032	8.406284	0	0											
O848	33.044247	-19.856	0	0											
O849	38.431133	-20.378698	0	0											
O850	26.414364	-11.397944	0	0											
O851	37.345577	-15.287193	0	0											
O852	38.29333	-22.387514	0	0											
O853	26.335005	-11.360348	0	0											
O854	1.6511359	-38.942055	0	0											
O855	1.3574305	-39.19678	0	0											
O856	0.93830043	-35.068142	0	0											
O857	1.3674617	-34.466263	0	0											
O858	1.3256793	-34.321934	0	0											
O859	42.604095	19.560509	0	0											
O860	-1.2416592	-31.033522	0	0											
O861	-1.1406766	-30.968006	0	0											
O862	-34.94626	23.06984	0	0											
O863	1.1888252	-35.740868	0	0											
O864	0.988113	-35.538445	0	0											
O865	36.760242	-13.895941	0	0											
O866	34.32733	32.122635	0	0											
O867	16.943962	25.697216	0	0											
O868	42.487633	19.58025	0	0											
O869	0.74198616	-35.368587	0	0											
O870	1.089762	-35.842834	0	0											
O871	1.6629881	-37.586777	0	0											
O872	-1.1115674	-36.34697	0	0											
O873	-37.982822	17.022383	0	0											
O874	33.286736	32.602146	0	0											
O875	17.770912	26.368408	0	0											
O876	-38.903427	18.193758	0	0											
O877	-38.859207	16.737434	0	0											
O878	-49.381744	7.5661955	0	0											
O879	-49.04929	7.7346067	0	0											
O880	-46.258472	-6.3633957	0	0											
O881	-49.470352	8.737603	0	0											
O882	-50.880238	6.513601	0	0											
O883	-50.241688	7.2059913	0	0											
O884	-51.192642	-6.324452	0	0											
O885	-39.03678	-6.94925	0	0											
O886	-32.054214	-1.9468755	0	0											
O887	-32.14551	-1.7977531	0	0											
O888	-35.69784	-12.906742	0	0											
O889	-38.508522	-8.936689	0	0											
O890	-37.628468	-9.719532	0	0											
O891	-32.37696	-1.9079268	0	0											
O892	-38.247334	-7.3404036	0	0											
O893	-36.142895	-10.307196	0	0											
O894	-38.441193	-9.079173	0	0											
O895	-38.584305	-8.920809	0	0											
O896	-31.329504	-2.1906533	0	0											
O897	25.488094	-12.416509	0	0											
O898	-49.01441	6.516014	0	0											
O899	-48.09648	9.661693	0	0											
O900	-45.39709	6.411272	0	0											
O901	-48.245102	9.599011	0	0											
O902	-47.967632	9.377578	0	0											
O903	38.403786	-23.764572	0	0											
O904	-50.72131	-5.312943	0	0											
O905	-47.59571	-3.596975	0	0											
O906	-48.658695	-3.6363552	0	0											
O907	-50.727478	-5.291509	0	0											
O908	-47.601997	-3.7960706	0	0											
O909	36.548508	-17.924892	0	0											
O910	36.745197	-17.512857	0	0											
O911	37.201103	-17.346085	0	0											
O912	26.305151	-13.23116	0	0											
O913	-31.433596	1.9587519	0	0											
O914	-40.26875	17.944483	0	0											
O915	-48.975876	5.086742	0	0											
O916	-49.02718	5.3048544	0	0											
O917	36.58762	-19.811436	0	0											
O918	36.785976	-19.88781	0	0											
O919	35.14902	-17.909485	0	0											
O920	31.074158	0.20688532	0	0											
O921	24.57845	-10.767678	0	0											
O922	26.187162	-13.798238	0	0											
O923	27.877937	-16.734137	0	0											
O924	26.396507	-11.39392	0	0											
O925	35.06635	-18.14332	0	0											
O926	-31.762024	19.945715	0	0											
O927	12.857261	-24.758753	0	0											
O928	26.37907	-11.44644	0	0											
O929	26.448318	-11.445244	0	0											
O930	-46.2513	8.605464	0	0											
O931	-50.93517	6.4440475	0	0											
O932	-50.219826	7.431192	0	0											
O933	-50.35559	7.2116885	0	0											
O934	-50.307983	7.274256	0	0											
O935	-44.56101	8.780208	0	0											
O936	-50.957787	6.4849925	0	0											
O937	-49.836216	7.678356	0	0											
O938	-50.288746	7.1585603	0	0											
O939	-48.36597	-4.6522074	0	0											
O940	-51.519325	-5.934789	0	0											
O941	-37.346394	-9.610176	0	0											
O942	-38.27499	-8.948313	0	0											
O943	-45.350586	7.208457	0	0											
O944	36.943024	-17.341282	0	0											
O945	26.70632	-13.299364	0	0											
O946	26.536701	-13.294538	0	0											
O947	-48.820484	5.2993836	0	0											
O948	-49.0029	5.0342445	0	0											
O949	-49.56274	10.571973	0	0											
O950	36.748043	-19.618671	0	0											
O951	2.0115428	-39.69168	0	0											
O952	35.09872	-18.106253	0	0											
O953	26.930876	-11.707957	0	0											
O954	26.226664	-10.95095	0	0											
O955	26.45775	-11.446409	0	0											
O956	-50.881496	8.353338	0	0											
O957	-48.97295	4.7110634	0	0											
O958	0.35481802	-38.593964	0	0											
O959	5.1127	-28.244062	0	0											
O960	36.80242	-17.535318	0	0											
O961	38.67546	-19.837112	0	0											
O962	-1.3900466	-10.864843	0	0											
O963	-0.099641085	-28.033068	0	0											
O964	-49.915417	-5.7357388	0	0											
O965	-3.6249783	-28.349047	0	0											
O966	-8.623359	-14.007783	0	0											
O967	20.477976	-13.366966	0	0											
O968	35.803207	-23.178495	0	0											
O969	18.69468	-29.118845	0	0											
O970	-0.22932681	-13.9135	0	0											
O971	-0.15006201	-30.63497	0	0											
O972	5.1144953	-37.45587	0	0											
O973	-5.979387	42.543613	0	0											
O974	30.500532	-21.315142	0	0											
O975	38.464684	-19.740778	0	0											
O976	5.0952926	-28.24028	0	0											
O977	19.166336	-26.922293	0	0											
O978	20.58765	-25.13637	0	0											
O979	0.5253621	-7.942005	0	0											
O980	13.95899	-29.649857	0	0											
O981	-0.9278891	-37.456493	0	0											
O982	42.491795	19.580418	0	0											
O983	-43.018764	13.4656	0	0											
O984	0.8631255	-40.99894	0	0											
O985	1.5865705	-39.13037	0	0											
O986	0.99516296	1.6445472	0	0											
O987	-31.077534	7.770903	0	0											
O988	7.856193	8.78307	0	0											
O989	0.55867094	2.5198185	0	0											
O990	-32.596203	5.002178	0	0											
O991	5.6283646	9.209905	0	0											
O992	4.62072	8.999791	0	0											
O993	-31.156818	7.5646358	0	0											
O994	-3.5670755	1.673888	0	0											
O995	-33.009342	0.32800812	0	0											
O996	-36.205933	-5.9305887	0	0											
O997	7.33526	4.136166	0	0											
O998	7.1625786	4.346459	0	0											
O999	-31.943253	0.77961135	0	0											
O1000	-32.537663	-1.5436856	0	0											
O1001	-32.284607	-0.08942002	0	0											
O1002	-31.803192	-0.85691935	0	0											
O1003	-32.500828	-1.6092184	0	0											
O1004	-32.545135	-1.5827763	0	0											
O1005	-29.26482	1.1693444	0	0											
O1006	-36.50035	-5.539944	0	0											
O1007	-32.079617	-0.74885786	0	0											
O1008	-51.087257	-6.42431	0	0											
O1009	-47.76368	-3.5471928	0	0											
O1010	-51.706974	-5.750453	0	0											
O1011	-51.14135	-6.3468513	0	0											
O1012	-48.306614	-4.668135	0	0											
O1013	-52.208298	-4.850372	0	0											
O1014	-51.17788	-6.2746363	0	0											
O1015	14.769103	-24.9294	0	0											
O1016	-47.73085	-3.8969514	0	0											
O1017	-48.154213	-4.4939733	0	0											
O1018	-48.56095	-3.958926	0	0											
O1019	-51.328117	-6.206468	0	0											
O1020	-50.977036	-6.441571	0	0											
O1021	-51.334095	-7.03019	0	0											
O1022	-51.014217	-6.3552566	0	0											
O1023	-51.073975	-6.425072	0	0											
O1024	-51.743813	-4.769092	0	0											
O1025	-48.2876	-4.6176834	0	0											
O1026	-51.10681	-6.361361	0	0											
O1027	-47.24252	-6.419746	0	0											
O1028	-46.122494	-6.673098	0	0											
O1029	-46.79754	-6.676311	0	0											
O1030	-46.99048	-5.37974	0	0											
O1031	-49.618576	-7.1988235	0	0											
O1032	-45.956173	-5.5470204	0	0											
O1033	-46.871838	-6.521879	0	0											
O1034	-35.003075	15.226233	0	0											
O1035	14.712204	-25.092972	0	0											
O1036	13.870806	-27.644047	0	0											
O1037	14.798802	-24.791107	0	0											
O1038	14.731869	-24.848457	0	0											
O1039	14.847793	-25.143505	0	0											
O1040	11.860849	-25.509644	0	0											
O1041	28.089489	-23.333158	0	0											
O1042	-47.82964	-3.8408642	0	0											
O1043	-50.978554	-9.028516	0	0											
O1044	-46.489613	-4.232447	0	0											
O1045	-51.06444	-6.3516645	0	0											
O1046	-50.897984	-6.449735	0	0											
O1047	-50.649933	-6.166238	0	0											
O1048	-48.458035	-4.892864	0	0											
O1049	-50.51261	-6.1512465	0	0											
O1050	-51.0508	-6.4553404	0	0											
O1051	-51.934902	-6.8583255	0	0											
O1052	-51.03944	-6.413469	0	0											
O1053	-51.93869	-7.649498	0	0											
O1054	-50.870415	-6.9501166	0	0											
O1055	-50.87989	-6.5061116	0	0											
O1056	-50.8178	-6.633899	0	0											
O1057	-38.71084	-8.107421	0	0											
O1058	-39.33577	-6.6189275	0	0											
O1059	-47.106503	-6.474736	0	0											
O1060	-47.129383	-6.462596	0	0											
O1061	-46.736607	-6.19942	0	0											
O1062	-46.29252	-6.6061716	0	0											
O1063	-50.42597	-6.9238815	0	0											
O1064	-48.205563	-5.2579203	0	0											
O1065	-49.34508	-6.3646226	0	0											
O1066	-47.448105	-6.731383	0	0											
O1067	-49.538143	-7.456171	0	0											
O1068	-46.489803	-6.209534	0	0											
O1069	-46.5273	-6.8075466	0	0											
O1070	15.200119	-29.254423	0	0											
O1071	15.13106	-29.17289	0	0											
O1072	14.972546	-29.604685	0	0											
O1073	18.772188	-25.933584	0	0											
O1074	13.281574	-26.177088	0	0											
O1075	12.965146	-25.915737	0	0											
O1076	13.504023	-26.101809	0	0											
O1077	13.455519	-26.01269	0	0											
O1078	13.241773	-25.46478	0	0											
O1079	13.639505	-25.364128	0	0											
O1080	13.241299	-25.298824	0	0											
O1081	13.290538	-25.38255	0	0											
O1082	18.686806	-25.806345	0	0											
O1083	12.836371	-25.430992	0	0											
O1084	27.701992	-20.988699	0	0											
O1085	14.565495	-25.006937	0	0											
O1086	-50.04282	-5.690754	0	0											
O1087	-47.764763	-3.9442694	0	0											
O1088	-47.678707	-3.9454145	0	0											
O1089	-46.496933	-4.388144	0	0											
O1090	-48.547028	-4.7701974	0	0											
O1091	-52.02978	-7.161487	0	0											
O1092	-52.35318	-5.996646	0	0											
O1093	-45.045982	-6.243939	0	0											
O1094	14.791099	-25.16813	0	0											
O1095	-39.579453	-6.5699296	0	0											
O1096	-48.45876	-5.4219484	0	0											
O1097	-46.859756	-5.3230243	0	0											
O1098	-47.636124	-6.585422	0	0											
O1099	13.977835	-28.102732	0	0											
O1100	15.05907	-29.37113	0	0											
O1101	15.212291	-29.155643	0	0											
O1102	15.195827	-29.215237	0	0											
O1103	13.973801	-28.113853	0	0											
O1104	20.53838	-25.246933	0	0											
O1105	20.61592	-25.047232	0	0											
O1106	20.783314	-24.909203	0	0											
O1107	13.003242	-25.763475	0	0											
O1108	15.323802	-29.051588	0	0											
O1109	15.356344	-28.985193	0	0											
O1110	14.2287445	-24.981922	0	0											
O1111	12.327756	-32.35895	0	0											
O1112	21.246927	-26.647861	0	0											
O1113	13.011753	-25.754623	0	0											
O1114	-49.8144	-5.78663	0	0											
O1115	-46.716507	-4.4453497	0	0											
O1116	-49.66981	-5.889816	0	0											
O1117	-52.376415	-7.339603	0	0											
O1118	-38.90146	-8.284679	0	0											
O1119	-47.499363	-6.4373903	0	0											
O1120	13.356612	-33.23145	0	0											
O1121	12.879071	-33.45981	0	0											
O1122	12.937729	-33.59039	0	0											
O1123	15.127855	-28.98608	0	0											
O1124	13.673543	-31.556292	0	0											
O1125	17.345993	-29.192945	0	0											
O1126	0.3499788	-15.103727	0	0											
O1127	18.731537	-25.860258	0	0											
O1128	16.01769	-29.296005	0	0											
O1129	16.732563	-30.123396	0	0											
O1130	14.746157	-29.566162	0	0											
O1131	14.14077	-29.329031	0	0											
O1132	15.420126	-28.96963	0	0											
O1133	15.345367	-28.946867	0	0											
O1134	12.212448	-32.32201	0	0											
O1135	-48.71439	-5.1255164	0	0											
O1136	-49.76062	-5.567912	0	0											
O1137	-48.84414	-5.2336903	0	0											
O1138	15.412458	-29.08405	0	0											
O1139	-40.999996	-7.652824	0	0											
O1140	-48.366627	-5.228643	0	0											
O1141	-49.414837	-5.886295	0	0											
O1142	-46.991177	-4.9976726	0	0											
O1143	12.986261	-25.826529	0	0											
O1144	-2.5217085	8.476809	0	0											
O1145	-13.71222	18.237186	0	0											
O1146	14.348264	-30.72087	0	0											
O1147	13.675552	-31.62076	0	0											
O1148	13.633804	-31.484125	0	0											
O1149	13.506585	-32.04419	0	0											
O1150	13.838924	-29.801838	0	0											
O1151	12.93737	-33.517677	0	0											
O1152	-45.14523	-4.190124	0	0											
O1153	18.471663	-29.296427	0	0											
O1154	18.620705	-29.207132	0	0											
O1155	18.751562	-25.984365	0	0											
O1156	18.104195	-29.735382	0	0											
O1157	15.091759	-34.03826	0	0											
O1158	16.850887	-30.458778	0	0											
O1159	16.582067	-30.133768	0	0											
O1160	13.73835	-28.118338	0	0											
O1161	17.261475	-29.201782	0	0											
O1162	16.411638	-30.002941	0	0											
O1163	13.586417	-29.888294	0	0											
O1164	13.590339	-29.695904	0	0											
O1165	17.376917	-29.161226	0	0											
O1166	19.31577	-28.335434	0	0											
O1167	15.012439	-25.389318	0	0											
O1168	20.513056	-27.437777	0	0											
O1169	27.569881	-22.102308	0	0											
O1170	13.509557	-31.556908	0	0											
O1171	15.297851	-33.813564	0	0											
O1172	14.021232	-29.41869	0	0											
O1173	15.361372	-29.138382	0	0											
O1174	-40.899094	-7.15022	0	0											
O1175	-48.657936	-5.3604875	0	0											
O1176	16.00284	-29.049265	0	0											
O1177	15.172467	-29.257072	0	0											
O1178	-40.50301	-6.8087087	0	0											
O1179	-51.069736	-6.4975986	0	0											
O1180	-2.5049446	8.491661	0	0											
O1181	13.600883	-31.645277	0	0											
O1182	13.578622	-31.677336	0	0											
O1183	13.620004	-31.651669	0	0											
O1184	12.220237	-34.313248	0	0											
O1185	13.677264	-31.613865	0	0											
O1186	0.57638013	-14.938976	0	0											
O1187	0.100317486	-14.305177	0	0											
O1188	-6.191916	-13.616446	0	0											
O1189	18.337309	-29.45717	0	0											
O1190	18.078941	-29.709106	0	0											
O1191	17.441435	-29.229116	0	0											
O1192	15.089963	-34.07072	0	0											
O1193	13.346116	-31.391737	0	0											
O1194	15.092568	-34.07547	0	0											
O1195	21.942604	-25.965456	0	0											
O1196	18.975126	-27.275566	0	0											
O1197	2.5879571	-14.527322	0	0											
O1198	17.47693	-28.978086	0	0											
O1199	18.2423	-29.708933	0	0											
O1200	15.118445	-34.02667	0	0											
O1201	12.985452	-33.39213	0	0											
O1202	18.630861	-29.137642	0	0											
O1203	2.4159172	-14.4360695	0	0											
O1204	-5.443497	-0.94473696	0	0											
O1205	-12.177982	4.8985505	0	0											
O1206	-4.0625668	-0.6654827	0	0											
O1207	-48.73512	-3.5491729	0	0											
O1208	-4.03398	-0.4228008	0	0											
O1209	-33.288975	-3.230773	0	0											
O1210	-0.64761895	2.6013932	0	0											
O1211	-31.471792	-0.66037685	0	0											
O1212	-0.14240484	1.8645425	0	0											
O1213	4.6872344	9.09722	0	0											
O1214	-31.527365	-0.7083615	0	0											
O1215	-34.21889	0.78271824	0	0											
O1216	-36.006435	-4.6980305	0	0											
O1217	-36.05012	-4.866398	0	0											
O1218	-36.16532	-5.5604157	0	0											
O1219	-35.69163	-5.154003	0	0											
O1220	-36.1839	-5.5408096	0	0											
O1221	-36.131332	-5.736533	0	0											
O1222	-36.96386	-5.11131	0	0											
O1223	-36.944828	-4.9399557	0	0											
O1224	-36.05304	-6.2224956	0	0											
O1225	7.608394	3.582621	0	0											
O1226	-34.715183	-6.035692	0	0											
O1227	-32.550144	-1.606899	0	0											
O1228	-31.352217	0.87570024	0	0											
O1229	-30.216215	-1.6522923	0	0											
O1230	-33.10441	-2.3449216	0	0											
O1231	-33.105232	-2.2679973	0	0											
O1232	10.743939	-2.4215147	0	0											
O1233	-32.61344	0.051352695	0	0											
O1234	-30.829601	-0.7998686	0	0											
O1235	-32.22569	-0.34137848	0	0											
O1236	-32.273853	-0.14545551	0	0											
O1237	10.579876	-2.2010283	0	0											
O1238	11.487704	-1.8425714	0	0											
O1239	-4.428939	2.5191207	0	0											
O1240	-32.11041	4.4821267	0	0											
O1241	4.6547446	9.030923	0	0											
O1242	-31.597677	-0.55748576	0	0											
O1243	-32.573757	-1.5231305	0	0											
O1244	-28.365599	0.4049153	0	0											
O1245	-33.402824	-1.8088683	0	0											
O1246	-34.34282	9.532155	0	0											
O1247	-32.677174	-1.2508547	0	0											
O1248	-31.130222	20.79148	0	0											
O1249	6.414658	1.0175719	0	0											
O1250	-33.303432	2.9937985	0	0											
O1251	-29.399168	0.99930257	0	0											
O1252	-3.8513021	1.500174	0	0											
O1253	-29.954544	-2.7379847	0	0											
O1254	-31.668612	7.4513206	0	0											
O1255	-31.179226	-1.6964183	0	0											
O1256	-31.144327	7.6457286	0	0											
O1257	-32.00671	-5.1927247	0	0											
O1258	-35.760777	-5.865323	0	0											
O1259	9.861825	-2.529875	0	0											
O1260	8.499757	-1.5169691	0	0											
O1261	-32.174835	7.2770586	0	0											
O1262	6.4302135	9.333498	0	0											
O1263	-37.16057	0.47649992	0	0											
O1264	-32.625412	0.06600744	0	0											
O1265	9.586878	-1.394197	0	0											
O1266	-3.3142498	1.3578	0	0											
O1267	0.16192505	3.8433025	0	0											
O1268	-34.929398	-6.151463	0	0											
O1269	9.808422	-1.267137	0	0											
O1270	-32.74612	4.830837	0	0											
O1271	-32.15064	7.381105	0	0											
O1272	-32.000557	7.345716	0	0											
O1273	-32.778656	2.6298056	0	0											
O1274	-5.184282	3.1546905	0	0											
O1275	-32.795326	7.444949	0	0											
O1276	6.2137322	-1.5414928	0	0											
O1277	-33.562336	5.8921504	0	0											
O1278	-32.44915	-1.4638131	0	0											
O1279	-4.5244117	2.3110237	0	0											
O1280	3.097468	8.14057	0	0											
O1281	44.61184	29.5059	0	0											
O1282	9.658491	2.1986642	0	0											
O1283	13.145083	30.880854	0	0											
O1284	-1.6965864	-11.82844	0	0											
O1285	-29.553362	0.86149454	0	0											
O1286	-30.22158	1.380476	0	0											
O1287	-32.731396	5.3388143	0	0											
O1288	-31.549057	-0.72629756	0	0											
O1289	-32.93744	4.118464	0	0											
O1290	-32.69894	4.764199	0	0											
O1291	-33.173046	-2.1376956	0	0											
O1292	-33.440163	2.7524824	0	0											
O1293	13.470285	30.387505	0	0											
O1294	12.471799	1.8805093	0	0											
O1295	6.467578	-1.4133472	0	0											
O1296	-33.46046	9.253691	0	0											
O1297	-31.494484	-0.62936455	0	0											
O1298	44.663948	29.505598	0	0											
O1299	-32.137135	5.4302745	0	0											
O1300	-31.795135	1.0598037	0	0											
O1301	-32.17467	-0.15874603	0	0											
O1302	10.474352	1.6072694	0	0											
O1303	8.261321	2.8408873	0	0											
O1304	-2.786959	4.262346	0	0											
O1305	-4.554945	2.3940432	0	0											
O1306	8.073508	8.780826	0	0											
O1307	-31.21594	5.248157	0	0											
O1308	10.291625	7.9088073	0	0											
O1309	-34.434505	4.4762654	0	0											
O1310	-34.16868	3.7324054	0	0											
O1311	7.68199	8.9699	0	0											
O1312	5.8181386	0.76967204	0	0											
